"","SHIP_ID","ship_type","SHIPNAME","port","FLAG","position"
"477",316038,"Fishing","WLA-217","Gdynia","PL","54.79586 18.89992 54.79933 18.45274 28763.3153687303"
"478",316042,"Fishing","WLA-6","Gdynia","PL","54.79902 18.43411 54.79701 18.41978 948.409084347027"
"479",316044,"Fishing","WLA-197","Gdynia","PL","54.79743 18.42825 54.79802 18.77056 22015.9705226619"
"480",316044,"Fishing","WLA-197","Gdańsk","PL","54.79743 18.42825 54.79802 18.77056 22015.9705226619"
"481",316046,"Fishing","JAS 39","Gdańsk","PL","54.60051 18.80351 54.69555 18.67388 13488.9179023634"
"482",316046,"Fishing","JAS 39","Gdynia","PL","54.60051 18.80351 54.69555 18.67388 13488.9179023634"
"483",316049,"Fishing","JAS-12","Gdańsk","PL","54.63068 18.99728 54.56837 18.99592 6936.66538220154"
"484",316049,"Fishing","JAS-12","Gdynia","PL","54.63068 18.99728 54.56837 18.99592 6936.66538220154"
"485",316050,"Fishing","JAS 51","Gdańsk","PL","54.42486 18.99862 54.50483 18.98656 8936.03505100693"
"486",316050,"Fishing","JAS 51","Gdynia","PL","54.42486 18.99862 54.50483 18.98656 8936.03505100693"
"487",316051,"Tug","PILOT 20","Gdańsk","PL","54.45253 18.83314 54.43705 18.76387 4812.9064639796"
"488",316051,"Tug","PILOT 20","Gdynia","PL","54.45253 18.83314 54.43705 18.76387 4812.9064639796"
"489",316052,"Tug","PILOT21","Gdańsk","PL","54.41735 18.65637 54.41284 18.77338 7613.0532936445"
"490",316052,"Tug","PILOT21","Gdynia","PL","54.41735 18.65637 54.41284 18.77338 7613.0532936445"
"491",316056,"Fishing","HEL-103","Gdańsk","PL","54.79896 18.58353 54.68947 18.77327 17258.8267381159"
"492",316056,"Fishing","HEL-103","Gdynia","PL","54.79896 18.58353 54.68947 18.77327 17258.8267381159"
"493",316061,"Fishing","HEL-102","Gdańsk","PL","54.79677 18.76717 54.79534 18.70248 4163.79564495987"
"494",316061,"Fishing","HEL-102","Gdynia","PL","54.79677 18.76717 54.79534 18.70248 4163.79564495987"
"495",316076,"Pleasure","LE VOYAGEUR","Gdańsk","PL","54.36806 18.77865 54.36809 18.77848 11.5428989177263"
"496",316079,"Fishing","DZI-92 ATILIUS","Gdynia","PL","54.79614 18.42568 54.79985 18.44069 1050.00405992199"
"497",316083,"Fishing","WLA-32","Gdynia","PL","54.79849 18.42962 54.79947 18.44576 1043.73960362729"
"498",316086,"Fishing","JAS 76","Gdańsk","PL","54.79682 18.69658 54.79561 18.84209 9359.88843853022"
"499",316086,"Fishing","JAS 76","Gdynia","PL","54.79682 18.69658 54.79561 18.84209 9359.88843853022"
"500",316093,"Fishing","ZAG 31","Gdańsk","PL","54.4668 18.99775 54.44646 18.9902 2316.46127297683"
"501",316100,"Fishing","KOL-148","Gdynia","PL","54.79916 18.44166 54.79731 18.42032 1387.84380912886"
"502",316106,"Fishing","WLA 31","Gdańsk","PL","54.79627 18.42453 54.79564 18.62986 13206.6934413547"
"503",316106,"Fishing","WLA 31","Gdynia","PL","54.79627 18.42453 54.79564 18.62986 13206.6934413547"
"504",316111,"Fishing","WLA-207","Gdańsk","PL","54.76241 18.57099 54.76664 18.5554 1108.4880841183"
"505",316111,"Fishing","WLA-207","Gdynia","PL","54.76241 18.57099 54.76664 18.5554 1108.4880841183"
"506",316117,"Fishing","WLA-196","Gdańsk","PL","54.79899 18.43903 54.79955 18.5135 4789.81018250458"
"507",316117,"Fishing","WLA-196","Gdynia","PL","54.79899 18.43903 54.79955 18.5135 4789.81018250458"
"508",316133,"Fishing","DZI 85","Gdynia","PL","54.79667 18.42983 54.79833 18.477 3039.40927409241"
"509",316135,"Fishing","WLA 60","Gdańsk","PL","54.79879 18.78897 54.79922 18.76735 1391.28437396972"
"510",316135,"Fishing","WLA 60","Gdynia","PL","54.79879 18.78897 54.79922 18.76735 1391.28437396972"
"511",316141,"Tug","HYDROGRAF 10","Gdynia","PL","54.47264 18.63902 54.46761 18.64893 852.243196111719"
"512",316141,"Tug","HYDROGRAF 10","Gdańsk","PL","54.47264 18.63902 54.46761 18.64893 852.243196111719"
"513",316150,"Fishing","WLA 11","Gdynia","PL","54.79811 18.42881 54.79979 18.44126 822.256178656205"
"514",316153,"Pleasure","CHA-10","Gdynia","PL","54.79719 18.42195 54.78913 18.59412 11110.7594314089"
"515",316153,"Pleasure","CHA-10","Gdańsk","PL","54.79719 18.42195 54.78913 18.59412 11110.7594314089"
"516",316156,"Cargo","SM-PRC-107","Gdańsk","PL","54.35757 18.67409 54.35765 18.67402 10.0004127026361"
"517",316171,"Fishing","WLA-39","Gdynia","PL","54.79922 18.49945 54.79983 18.44707 3369.38896935634"
"518",316174,"Tug","CENTAUR II","Gdynia","PL","54.5355 18.56733 54.53333 18.59983 2117.64425834831"
"519",316174,"Tug","CENTAUR II","Gdańsk","PL","54.5355 18.56733 54.53333 18.59983 2117.64425834831"
"520",316178,"Fishing","WLA182","Gdynia","PL","54.79671 18.42289 54.79723 18.4341 723.312037620445"
"521",316187,"Fishing","WLA-58","Gdynia","PL","54.7969 18.43235 54.79985 18.51362 5237.15574712217"
"522",316201,"Cargo","K1","Gdynia","PL","54.54105 18.56006 54.54105 18.56006 0"
"523",316202,"Fishing","WLA 80","Gdynia","PL","54.79767 18.43156 54.79661 18.72787 19058.0002588706"
"524",316202,"Fishing","WLA 80","Gdańsk","PL","54.79767 18.43156 54.79661 18.72787 19058.0002588706"
"525",316203,"Tug","KOL-110","Gdańsk","PL","54.61851 18.8991 54.61981 18.88518 910.785582783288"
"526",316203,"Tug","KOL-110","Gdynia","PL","54.61851 18.8991 54.61981 18.88518 910.785582783288"
"527",316212,"Fishing","WLA-65","Gdańsk","PL","54.67517 18.89062 54.68263 18.85677 2336.05153224742"
"528",316212,"Fishing","WLA-65","Gdynia","PL","54.67517 18.89062 54.68263 18.85677 2336.05153224742"
"529",316232,"Pleasure","ANNA MARIA","Gdynia","PL","54.69707 18.67603 54.69701 18.67608 7.41638438529721"
"530",316232,"Pleasure","ANNA MARIA","Gdańsk","PL","54.69707 18.67603 54.69701 18.67608 7.41638438529721"
"531",316236,"Fishing","WLA-67","Gdańsk","PL","54.43056 18.99781 54.53438 18.99882 11556.8016559627"
"532",316236,"Fishing","WLA-67","Gdynia","PL","54.43056 18.99781 54.53438 18.99882 11556.8016559627"
"533",316237,"Fishing","KPT.WISNIEWSKI","Gdynia","PL","54.79715 18.42188 54.79809 18.42753 378.150637566433"
"534",316242,"Fishing","ANCILLA WLA-68","Gdynia","PL","54.79672 18.4304 54.79977 18.4426 854.949719943616"
"535",316243,"Tug","R-20","Gdynia","PL","54.53327 18.57774 54.52128 18.58479 1410.55779928999"
"536",316243,"Tug","R-20","Gdańsk","PL","54.53327 18.57774 54.52128 18.58479 1410.55779928999"
"537",316265,"Tug","KONTROLER 19","Gdynia","PL","54.79565 18.44004 54.77155 18.56968 8761.63002537369"
"538",316265,"Tug","KONTROLER 19","Gdańsk","PL","54.79565 18.44004 54.77155 18.56968 8761.63002537369"
"539",316280,"Pleasure","JUNA","Gdynia","PL","54.51805 18.55237 54.51795 18.55228 12.5649763662784"
"540",316291,"Tug","ZAG-27","Gdańsk","PL","54.39503 18.87674 54.39051 18.85907 1253.22025681035"
"541",316312,"Pleasure","FILIPPO","Gdańsk","PL","54.35782 18.77942 54.35801 18.77933 21.9436645752087"
"542",316331,"Fishing","KOL-143","Gdynia","PL","54.7965 18.41905 54.79787 18.43168 826.509938273055"
"543",316334,"Fishing","HEL-4","Gdańsk","PL","54.74201 18.99223 54.62632 18.99098 12878.5973062431"
"544",316335,"Fishing","KUZ-42","Gdańsk","PL","54.60289 18.80058 54.63484 18.99275 12913.4653024325"
"545",316335,"Fishing","KUZ-42","Gdynia","PL","54.60289 18.80058 54.63484 18.99275 12913.4653024325"
"546",316404,"Pleasure","KAPITAN BORCHARDT","Gdańsk","PL","54.69582 18.67619 54.69592 18.67635 15.1770918393468"
"547",316404,"Pleasure","KAPITAN BORCHARDT","Gdynia","PL","54.69582 18.67619 54.69592 18.67635 15.1770918393468"
"548",316404,"Pleasure","KM ,TAN BORCHARDT","Gdańsk","PL","54.69582 18.67619 54.69592 18.67635 15.1770918393468"
"549",316404,"Pleasure","KM ,TAN BORCHARDT","Gdynia","PL","54.69582 18.67619 54.69592 18.67635 15.1770918393468"
"550",316405,"Fishing","HEL-30","Gdańsk","PL","54.79971 18.80706 54.79663 18.42929 24298.6506292746"
"551",316405,"Fishing","HEL-30","Gdynia","PL","54.79971 18.80706 54.79663 18.42929 24298.6506292746"
"552",316410,"Fishing","WLA-84","Gdynia","PL","54.79762 18.43322 54.7998 18.742 19860.3740485467"
"553",316410,"Fishing","WLA-84","Gdańsk","PL","54.79762 18.43322 54.7998 18.742 19860.3740485467"
"554",316468,"Pleasure","ORKA HEL","Gdynia","PL","54.79654 18.42666 54.79654 18.42666 0"
"555",316480,"Tug","FAIRPLAY VII","Gdynia","PL","54.53508 18.54856 54.53096 18.53252 1135.1239301461"
"556",316482,"Pleasure","WYSPA SZCZESCIA","Gdynia","PL","54.51793 18.54998 54.51776 18.55076 53.9405195769469"
"557",316482,"Pleasure","WXA A SZCZESCIA","Gdynia","PL","54.51793 18.54998 54.51776 18.55076 53.9405195769469"
"558",316513,"Pleasure","MAGNUS ZAREMBA","Gdańsk","PL","54.36012 18.66599 54.36006 18.66609 9.32020191958394"
"559",316518,"Fishing","ZAG-21","Gdańsk","PL","54.48479 18.99528 54.40871 18.99656 8469.12345372424"
"560",316546,"Unspecified","KONTROLER 20","Gdańsk","PL","54.35363 18.65975 54.3927 18.67264 4428.90087829423"
"561",316546,"Unspecified","KONTROLER 20","Gdynia","PL","54.35363 18.65975 54.3927 18.67264 4428.90087829423"
"562",316558,"Pleasure","ANKAWER IV","Gdańsk","PL","54.36741 18.77855 54.36734 18.77858 8.03210704813524"
"563",316599,"Fishing","BALTICA","Gdynia","PL","54.42768 18.99997 54.70739 18.99247 31139.8494921539"
"564",316599,"Fishing","BALTICA","Gdańsk","PL","54.42768 18.99997 54.70739 18.99247 31139.8494921539"
"565",316649,"Tug","KAPITAN POINC","Gdynia","PL","54.53566 18.56371 54.53081 18.57949 1155.40594051167"
"566",316649,"Tug","KAPITAN POINC","Gdańsk","PL","54.53566 18.56371 54.53081 18.57949 1155.40594051167"
"567",316664,"Pleasure","DAR MLODZIEZY","Gdynia","PL","54.51921 18.55857 54.51931 18.5586 11.2997183180713"
"568",316722,"Tug","BIZON-O-158","Kalingrad","PL","54.68669 20.18929 54.68539 20.22924 2580.55007847894"
"569",316784,"Tug","WEZYR 1","Gdańsk","PL","54.35209 18.73997 54.35435 18.67847 4006.59752530688"
"570",316784,"Tug","WEZYR 1","Gdynia","PL","54.35209 18.73997 54.35435 18.67847 4006.59752530688"
"571",316798,"Unspecified","KRYSTYNA","Kalingrad","PL","54.68453 20.16931 54.68571 20.22615 3668.20888738766"
"572",316904,"Tug","ZODIAK","Gdańsk","PL","54.53156 18.69515 54.53039 18.72245 1772.15171148501"
"573",316904,"Tug","ZODIAK","Gdynia","PL","54.53156 18.69515 54.53039 18.72245 1772.15171148501"
"574",316923,"Tanker","ROMANKA","Gdynia","PL","54.38083 18.64951 54.53517 18.59146 17587.7856065554"
"575",316923,"Tanker","ROMANKA","Gdańsk","PL","54.38083 18.64951 54.53517 18.59146 17587.7856065554"
"576",316934,"Fishing","FRANEK ZUBRZYCKI","Gdynia","PL","54.63113 18.87422 54.6411 18.87042 1136.62999517548"
"577",316934,"Fishing","FRANEK ZUBRZYCKI","Gdańsk","PL","54.63113 18.87422 54.6411 18.87042 1136.62999517548"
"578",316950,"Tug","ZEUS","Gdańsk","PL","54.45427 18.68326 54.44609 18.67191 1170.95097144982"
"579",316950,"Tug","ZEUS","Gdynia","PL","54.45427 18.68326 54.44609 18.67191 1170.95097144982"
"580",316954,"Tug","HORYZONT II","Gdynia","PL","54.52839 18.52999 54.52862 18.53052 42.8123343602749"
"581",316969,"Tug","ORP BALTYK","Gdańsk","PL","54.74684 18.985 54.72737 18.96446 2539.27040413717"
"582",316969,"Tug","ORP BALTYK","Gdynia","PL","54.74684 18.985 54.72737 18.96446 2539.27040413717"
"583",316974,"Tug","ORP CZERNICKI","Gdańsk","PL","54.42844 18.87161 54.41934 18.8949 1819.69908503628"
"584",316974,"Tug","ORP CZERNICKI","Gdynia","PL","54.42844 18.87161 54.41934 18.8949 1819.69908503628"
"585",316982,"Tug","ORP ZBYSZKO","Gdynia","PL","54.58204 18.79522 54.56668 18.78334 1874.48533622915"
"586",316982,"Tug","ORP ZBYSZKO","Gdańsk","PL","54.58204 18.79522 54.56668 18.78334 1874.48533622915"
"587",316983,"Tug","ORP MACKO","Gdynia","PL","54.53841 18.53372 54.53841 18.53372 0"
"588",317044,"Tug","ORP ARCTOWSKI","Gdańsk","PL","54.54216 18.55809 54.49074 18.63225 7471.80247864945"
"589",317044,"Tug","ORP ARCTOWSKI","Gdynia","PL","54.54216 18.55809 54.49074 18.63225 7471.80247864945"
"590",317046,"Tug","HEWELIUSZ","Gdańsk","PL","54.46995 18.74134 54.47963 18.7627 1754.55702093818"
"591",317046,"Tug","HEWELIUSZ","Gdynia","PL","54.46995 18.74134 54.47963 18.7627 1754.55702093818"
"592",317048,"Tug","ORP FLAMING","Gdynia","PL","54.54711 18.58494 54.54266 18.58431 497.027374880938"
"593",317050,"Tug","WDZYDZE","Gdynia","PL","54.5512 18.63158 54.55427 18.6539 1484.07532304838"
"594",317050,"Tug","WDZYDZE","Gdańsk","PL","54.5512 18.63158 54.55427 18.6539 1484.07532304838"
"595",317140,"Tug","BRYZA","Gdynia","PL","54.79757 18.44621 54.79655 18.42936 1089.66874261781"
"596",317143,"Tug","ORP BIELIK","Gdańsk","PL","54.73008 18.74678 54.73008 18.74678 0"
"597",317143,"Tug","ORP BIELIK","Gdynia","PL","54.73008 18.74678 54.73008 18.74678 0"
"598",317163,"Pleasure","ZAWISZA CZARNY","Gdynia","PL","54.79242 18.97705 55.99943 20.87371 180263.676525175"
"599",317163,"Pleasure","ZAWISZA CZARNY","Gdańsk","PL","54.79242 18.97705 55.99943 20.87371 180263.676525175"
"600",317163,"Pleasure","ZAWISZA CZARNY","Klaipeda","PL","54.79242 18.97705 55.99943 20.87371 180263.676525175"
"601",317202,"Tug","IMOR","Gdynia","PL","54.79881 18.56626 54.79852 18.43365 8528.76192726376"
"602",317202,"Tug","IMOR","Gdańsk","PL","54.79881 18.56626 54.79852 18.43365 8528.76192726376"
"603",317205,"Pleasure","MUSASHI M","Gdynia","PL","54.51734 18.55065 54.51734 18.55065 0"
"604",317353,"Tug","VIRTUS","Gdańsk","PL","54.40742 18.7589 54.40574 18.72058 2495.33081439573"
"605",317353,"Tug","VIRTUS","Gdynia","PL","54.40742 18.7589 54.40574 18.72058 2495.33081439573"
"606",317379,"Fishing","ORKA WLA-139","Gdańsk","PL","54.63648 18.83714 54.623 18.84261 1541.5715634045"
"607",317379,"Fishing","ORKA WLA-139","Gdynia","PL","54.63648 18.83714 54.623 18.84261 1541.5715634045"
"608",317395,"Tug","R3","Gdańsk","PL","54.53547 18.56106 54.59788 18.75448 14310.2434552976"
"609",317395,"Tug","R3","Gdynia","PL","54.53547 18.56106 54.59788 18.75448 14310.2434552976"
"610",317421,"Tug","AKUL","Gdańsk","PL","54.40788 18.76895 54.40267 18.72794 2725.48892517222"
"611",317421,"Tug","AKUL","Gdynia","PL","54.40788 18.76895 54.40267 18.72794 2725.48892517222"
"612",319754,"Tug","SJOEBEFAELSSKOLAN","gothenborg","SE","57.70535 11.93741 57.70664 11.93659 151.759734858351"
"613",319865,"Pleasure","FURUNO SVERIGE AB","gothenborg","SE","57.66339 11.94319 57.66349 11.94331 13.2414691293238"
"614",319954,"Passenger","STENA DANICA","gothenborg","SE","57.70141 11.94293 57.60029 11.63546 21537.2392454843"
"615",319974,"Cargo","VASTANVIK","Gdańsk","SE","54.53333 18.81033 54.58216 18.88781 7394.02777931994"
"616",319974,"Cargo","VASTANVIK","Gdynia","SE","54.53333 18.81033 54.58216 18.88781 7394.02777931994"
"617",320059,"Fishing","SKAGERAK","gothenborg","SE","57.64533 11.8585 57.64328 11.86087 268.621120239155"
"618",320105,"Passenger","STENA VISION","Gdańsk","SE","54.79028 18.80602 54.79681 18.75879 3123.69998281004"
"619",320105,"Passenger","STENA VISION","Gdynia","SE","54.79028 18.80602 54.79681 18.75879 3123.69998281004"
"620",320177,"Passenger","ORIGO","gothenborg","SE","57.67769 11.76862 57.67888 11.78706 1108.12631540547"
"621",320210,"Pleasure","WALONA","gothenborg","SE","57.70317 11.94353 57.69901 11.91768 1609.42993855043"
"622",320215,"Cargo","GUTE","gothenborg","SE","57.60435 11.60661 57.69635 11.91565 21106.0851478629"
"623",320298,"Passenger","STENA JUTLANDICA","gothenborg","SE","57.60855 11.61805 57.69179 11.90333 19392.9583397772"
"624",320466,"Cargo","STOCKHOLM","gothenborg","SE","57.71867 11.97328 57.71863 11.97329 4.49459284883591"
"625",320479,"Fishing","GINNETON","gothenborg","SE","57.71497 11.95756 57.71513 11.95762 18.1749103907538"
"626",320546,"Passenger","HAMNEN","gothenborg","SE","57.69351 11.91335 57.68424 11.86022 3332.86980986954"
"627",320572,"Tug","PILOT 729 SE","gothenborg","SE","57.70665 11.66311 57.70667 11.6631 2.30584756185964"
"628",320704,"Tug","KBV 490","gothenborg","SE","57.68163 11.87057 57.68163 11.87052 2.98283881438564"
"629",320712,"Passenger","NORDO III","gothenborg","SE","57.75609 11.63932 57.76962 11.62356 1775.02206092019"
"630",320717,"Passenger","VESTA","gothenborg","SE","57.60153 11.79194 57.65069 11.79239 5475.0661868476"
"631",320737,"Tug","PILOT 746 SE","gothenborg","SE","57.68192 11.87159 57.60663 11.69077 13671.5883559647"
"632",320738,"Tug","PILOT 745 SE","gothenborg","SE","57.67402 11.83795 57.63811 11.6481 12018.734099073"
"633",320779,"Unspecified","SOUND CASTOR","gothenborg","SE","57.71217 11.958 57.6145 11.61117 23385.057243529"
"634",320839,"Passenger","ALVSNABBEN 5","gothenborg","SE","57.70218 11.92533 57.71219 11.96432 2577.90810994557"
"635",320843,"Passenger","ALVSNABBEN 4","gothenborg","SE","57.70351 11.94312 57.69279 11.91155 2229.18343058143"
"636",320875,"Tug","PILOT 115 SE","gothenborg","SE","57.68347 11.87015 57.68067 11.84763 1379.17175777839"
"637",320905,"Tug","KBV 048","gothenborg","SE","57.68169 11.87062 57.68169 11.87062 0"
"638",321076,"Tug","ALVBJORN","gothenborg","SE","57.83063 12.00929 57.83053 12.00927 11.2006719934076"
"639",321088,"Passenger","ADA","gothenborg","SE","57.70795 11.70189 57.69927 11.66946 2161.70029954755"
"640",321089,"Passenger","BEDA","gothenborg","SE","57.69883 11.6675 57.70813 11.70251 2330.18015153528"
"641",321092,"Passenger","GOTA","gothenborg","SE","57.70813 11.70251 57.6987 11.66765 2328.6696923173"
"642",321093,"Passenger","MARIE","gothenborg","SE","57.70815 11.70251 57.69866 11.6676 2334.34919519766"
"643",321183,"Pleasure","EAGLE","gothenborg","SE","57.60223 11.91666 57.60266 11.91622 54.6388775316939"
"644",321197,"Passenger","NYA SKARGARDEN","gothenborg","SE","57.70426 11.95 57.71055 11.95918 888.954632195534"
"645",321277,"Tug","RESCUE LARS LINDFELT","gothenborg","SE","57.67569 11.73641 57.67309 11.79943 3771.45208325618"
"646",321341,"Tug","RESCUE MARTA COLLIN","gothenborg","SE","57.77215 11.61888 57.70799 11.66604 7677.94162445149"
"647",321587,"Passenger","ARLAN","gothenborg","SE","57.64459 11.84249 57.60499 11.79455 5258.85720239117"
"648",321589,"Passenger","ALVSNABBEN 3","gothenborg","SE","57.70613 11.95547 57.70527 11.93951 956.299643418166"
"649",321593,"Passenger","YLVA","gothenborg","SE","57.61589 11.79435 57.66191 11.84173 5854.64580569326"
"650",321595,"Passenger","VIPAN","gothenborg","SE","57.66312 11.83516 57.68047 11.84791 2076.69239770218"
"651",321597,"Passenger","SKARVEN","gothenborg","SE","57.65436 11.80407 57.66648 11.81299 1451.04372289998"
"652",321599,"Passenger","SILVERTARNAN","gothenborg","SE","57.66155 11.84216 57.61813 11.80647 5284.70498842831"
"653",321601,"Passenger","FROJA","gothenborg","SE","57.98974 11.69609 57.98953 11.69569 33.2693923427462"
"654",321641,"Passenger","FJORDSKAR","gothenborg","SE","57.6057 11.79628 57.62082 11.76727 2417.02664890161"
"655",321669,"Pleasure","NAWICA TRAINING SHIP","gothenborg","SE","57.67104 11.84959 57.67041 11.84201 457.743593061906"
"656",321687,"Tanker","TANKSKAR","gothenborg","SE","57.61846 11.76256 57.64314 11.83343 5047.77225167977"
"657",321697,"Pleasure","CHESS ARCONA400","gothenborg","SE","57.69859 11.7873 57.69837 11.78723 24.8549027899885"
"658",321701,"Pleasure","EXTREMARIUM","gothenborg","SE","57.70559 11.65843 57.70559 11.65843 0"
"659",321723,"Tug","POLSTJARNAN IV","gothenborg","SE","57.68392 11.69271 57.67645 11.74538 3250.51643652646"
"660",321727,"Pleasure","MANDALAY","gothenborg","SE","57.68657 11.88639 57.68657 11.88625 8.35081256169778"
"661",321786,"Pleasure","PIMPIM","gothenborg","SE","57.83287 11.60054 57.88073 11.603 5332.41368227184"
"662",321978,"Tug","POLIS 59-3720","gothenborg","SE","57.67619 11.75885 57.66033 11.80551 3297.58499383617"
"663",321994,"Passenger","SVANEN WEST","gothenborg","SE","57.67706 11.67557 57.67707 11.65862 1011.31007176901"
"664",322000,"Pleasure","PENTA 80","gothenborg","SE","57.76413 11.69696 57.71004 11.6957 6024.63326899648"
"665",322073,"Passenger","ALV VIRA AV GOTEBORG","gothenborg","SE","57.70457 11.93954 57.70451 11.93952 6.78789508913211"
"666",322150,"Passenger","DIANA","gothenborg","SE","57.68612 11.86356 57.6852 11.8504 791.654805388194"
"667",322167,"Passenger","VIVI","gothenborg","SE","57.7056 11.69271 57.70139 11.6742 1199.05783020198"
"668",322168,"Passenger","SVANHILD","gothenborg","SE","57.70887 11.70227 57.71309 11.68985 876.922646250517"
"669",322185,"Passenger","TRUBADUREN","gothenborg","SE","57.63822 11.81913 57.6518 11.82213 1522.99672580565"
"670",322235,"Tanker","FRAM","gothenborg","SE","57.60339 11.60567 57.63798 11.61326 3878.92865162678"
"671",322279,"Tug","INGEMAR","gothenborg","SE","57.6234 11.81051 57.64155 11.81408 2032.60520016783"
"672",322333,"Tug","RESCUE LIVBOJEN","gothenborg","SE","57.61107 11.85215 57.61055 11.80276 2952.75962970728"
"673",322393,"Pleasure","KRISTINA 5","gothenborg","SE","57.65943 11.85122 57.65931 11.85128 13.8361940383942"
"674",322451,"Pleasure","SEA WIND","gothenborg","SE","57.67908 11.7929 57.67896 11.77213 1239.23235558983"
"675",322616,"Cargo","SYLVEIA","gothenborg","SE","57.60033 11.79304 57.60037 11.79307 4.80237800549898"
"676",322667,"Pleasure","ATLANTICA","gothenborg","SE","57.68664 11.88775 57.68675 11.88772 12.3809322942172"
"677",322687,"Unspecified","NILS","gothenborg","SE","57.70549 11.94347 57.68542 11.82417 7457.22302587307"
"678",322772,"Tug","KBV 475","gothenborg","SE","57.69167 11.70144 57.70366 11.67327 2145.89425075415"
"679",322861,"Pleasure","SAXKRAN NR 2","gothenborg","SE","57.691 11.89191 57.69159 11.82292 4115.15007975309"
"680",322884,"Pleasure","HARMONIE II","gothenborg","SE","57.89077 11.68546 57.89077 11.68546 0"
"681",322891,"Tug","SJOGRIP","gothenborg","SE","57.71592 11.96989 57.71847 11.97691 505.666170076134"
"682",322952,"Unspecified","SENSOR","gothenborg","SE","57.62969 11.78536 57.62641 11.76635 1193.04881193785"
"683",322954,"Tanker","FOX LUNA","gothenborg","SE","57.601 11.67882 57.61931 11.60118 5069.117084173"
"684",322974,"Tug","RESCUE HANS LAURIN","gothenborg","SE","57.66143 11.83391 57.63713 11.81797 2868.81137370221"
"685",323000,"Pleasure","OM II AF GOTEBORG","gothenborg","SE","57.66663 11.84839 57.66657 11.84831 8.21274726445447"
"686",323010,"Passenger","SILVANA","gothenborg","SE","57.68144 11.64527 57.68147 11.64524 3.79030638719043"
"687",323064,"Tug","CRUM","gothenborg","SE","57.67721 11.65609 57.67876 11.64534 664.199848131764"
"688",323091,"Unspecified","0","gothenborg","SE","57.7209 11.98238 57.72177 11.98145 111.623879873608"
"689",323198,"Pleasure","TOOTIKI","gothenborg","SE","57.65703 11.67826 57.65882 11.66803 642.402713468593"
"690",323258,"Pleasure","EBBA HARD","gothenborg","SE","57.70789 11.65943 57.70778 11.6594 12.3808225031789"
"691",323271,"Pleasure","EMM XXIII M23","gothenborg","SE","57.72108 11.98115 57.72092 11.98135 21.4380053899989"
"692",323289,"Passenger","CARL MICHAEL BELLMAN","gothenborg","SE","57.68652 11.87643 57.70021 11.9236 3199.71908236263"
"693",323301,"Passenger","ST ERIK","gothenborg","SE","57.68629 11.87734 57.68953 11.89931 1359.20694738113"
"694",323316,"Pleasure","LA DOLCE VITA","gothenborg","SE","57.7335 11.65878 57.73351 11.65872 3.74378925217111"
"695",323355,"Cargo","AMANDA","gothenborg","SE","57.60273 11.78782 57.62234 11.80926 2532.18272882571"
"696",323609,"Fishing","GG 668 SILVER","gothenborg","SE","57.62911 11.82257 57.64779 11.82975 2124.1550491706"
"697",323624,"Tug","BATMAN 7","gothenborg","SE","57.71906 11.9775 57.71906 11.9775 0"
"698",323659,"Cargo","JETTEN GBG STAD VA","gothenborg","SE","57.60263 11.79241 57.65103 11.79379 5390.98934187046"
"699",323787,"Unspecified","FROG CYGNUS","gothenborg","SE","57.72092 11.98229 57.68151 11.83942 9582.84260632028"
"700",323833,"Tug","ASKHOLMEN","gothenborg","SE","57.68569 11.89121 57.68576 11.8914 13.755972398631"
"701",323838,"Pleasure","YANIKI IV","gothenborg","SE","57.68073 11.85396 57.683 11.86249 568.210205625905"
"702",323857,"High Special","POLIS 593790","gothenborg","SE","57.68141 11.87037 57.68133 11.8709 32.8496859512892"
"703",323930,"Pleasure","MARY SWE","gothenborg","SE","57.92041 11.60999 57.91661 11.60639 473.968894075034"
"704",323964,"High Special","RIVO","gothenborg","SE","57.60096 11.79172 57.66149 11.84175 7374.12958679245"
"705",323966,"High Special","VALO","gothenborg","SE","57.6626 11.83972 57.61596 11.79779 5766.53925679506"
"706",323975,"Tug","DIRTY","gothenborg","SE","57.70601 11.66452 57.6799 11.86126 12088.185986766"
"707",324024,"Pleasure","MARISSA","gothenborg","SE","57.69537 11.66495 57.69543 11.66487 8.21057249098193"
"708",324029,"Pleasure","GISELE","gothenborg","SE","57.70028 11.78831 57.70065 11.788 45.163469506261"
"709",324125,"Pleasure","FLORO/HAMBURGSUND","gothenborg","SE","57.60063 11.79214 57.60022 11.79387 113.06725023842"
"710",324190,"Fishing","GG451 MIA","gothenborg","SE","57.69855 11.6407 57.69855 11.6407 0"
"711",324200,"Tug","SOUND PROVIDER","gothenborg","SE","57.60955 11.6032 57.76711 11.60489 17548.0838425401"
"712",324232,"Fishing","RODSKAR GG430","gothenborg","SE","57.6466 11.85734 57.60331 11.79288 6170.76311454426"
"713",324288,"Tug","GOTE II","gothenborg","SE","57.63423 11.79288 57.68 11.85214 6204.77353474794"
"714",324459,"Tug","11-00","gothenborg","SE","57.62947 11.77787 57.64068 11.80609 2097.65808006966"
"715",324465,"Tug","SEACURE","gothenborg","SE","57.76966 11.62594 57.79236 11.61003 2699.56615560287"
"716",324466,"Tug","FATBOY","gothenborg","SE","57.68089 11.80393 57.67856 11.75736 2790.45382510431"
"717",324470,"Tug","BOATMAN 9","gothenborg","SE","57.68832 11.88379 57.69125 11.90032 1038.50557068569"
