"","SHIP_ID","ship_type","SHIPNAME","port","FLAG","position"
"1187",716099,"Cargo","LANTAU ARROW","Gdańsk","MH","54.5937 18.8818 54.57534 18.85512 2674.40462455255"
"1188",716099,"Cargo","LANTAU ARROW","Gdynia","MH","54.5937 18.8818 54.57534 18.85512 2674.40462455255"
"1189",725648,"Tanker","ELISALEX SCHULTE","gothenborg","SG","57.68538 11.85763 57.67839 11.81006 2942.69539455725"
"1190",726008,"Cargo","APL MERLION","Gdańsk","SG","54.7311 18.99907 54.51431 18.99619 24133.0351712359"
"1191",726008,"Cargo","APL MERLION","Gdynia","SG","54.7311 18.99907 54.51431 18.99619 24133.0351712359"
"1192",726043,"Cargo","MOL QUINTET","Gdańsk","SG","54.46572 18.99627 57.60555 11.66162 575031.746084733"
"1193",726043,"Cargo","MOL QUINTET","Gdynia","SG","54.46572 18.99627 57.60555 11.66162 575031.746084733"
"1194",726043,"Cargo","MOL QUINTET","gothenborg","SG","54.46572 18.99627 57.60555 11.66162 575031.746084733"
"1195",726727,"Tanker","INDEPENDENCE","Klaipeda","SG","55.66405 21.13777 55.66366 21.13765 44.0727719031264"
"1196",727807,"Cargo","STRATEGIC ENCOUNTER","Kalingrad","SG","54.63309 19.89434 54.64101 20.02567 8525.74757473702"
"1197",728871,"Tanker","TRANS HOLM","Gdynia","MT","54.53583 18.52183 54.53633 18.52317 103.059961624373"
"1198",729384,"Cargo","ASIAN BREEZE","gothenborg","SG","57.95189 11.70251 57.94259 11.69145 1225.51051394646"
"1199",732076,"Cargo","THOR INTEGRITY","Klaipeda","SG","55.7284 21.0655 55.72865 21.05033 953.528667497898"
"1200",732703,"Cargo","IVS KITE","Klaipeda","SG","55.73795 20.83695 55.73813 20.81173 1584.29940523597"
"1201",732780,"Tanker","JS CHUKAR","Gdańsk","MT","54.46613 18.99913 54.79148 18.99357 36218.6610854442"
"1202",732780,"Tanker","JS CHUKAR","Gdynia","MT","54.46613 18.99913 54.79148 18.99357 36218.6610854442"
"1203",732836,"Cargo","ADASTRA","St. Petersburg","PA","59.90572 30.08003 59.91283 30.04498 2115.07693146898"
"1204",734035,"Cargo","ROJAREK NAREE","Gdynia","TH","54.55322 18.83907 54.56457 18.85662 1698.63231553053"
"1205",734035,"Cargo","ROJAREK NAREE","Gdańsk","TH","54.55322 18.83907 54.56457 18.85662 1698.63231553053"
"1206",737998,"Tanker","AMARANTH","Gdańsk","VU","54.70232 18.99672 54.79168 18.95444 10313.3289862128"
"1207",737998,"Tanker","AMARANTH","Gdynia","VU","54.70232 18.99672 54.79168 18.95444 10313.3289862128"
"1208",752901,"Tug","SEVEN OSPREY","Gdańsk","LR","54.38026 18.65623 54.38034 18.65822 129.609763569495"
"1209",753262,"Tug","SYLUR","Gdańsk","CY","54.3572 18.67241 54.35753 18.67228 37.6926061177848"
"1210",753672,"Tanker","SCF BALTICA","Klaipeda","LR","55.9705 20.8 55.975 20.80167 511.770597692007"
"1211",754206,"Cargo","ZENIT","St. Petersburg","LR","59.91341 30.04125 59.9185 30.01639 1501.87932849121"
"1212",754816,"Tug","ERRIE","Kalingrad","RU","55.00977 20.00268 55.01091 20.17979 11331.7930068349"
"1213",754855,"Cargo","AMERDIJK","Kalingrad","LR","54.63272 19.89502 54.655 19.8496 3840.50714854685"
"1214",754856,"Cargo","AALDERDIJK","St. Petersburg","LR","59.91311 30.04307 59.91685 30.02478 1104.78803920873"
"1215",755306,"Cargo","AKERDIJK","Kalingrad","LR","54.65897 19.83891 54.65045 19.86151 1739.88378057513"
"1216",755491,"Cargo","ALLEGRA","St. Petersburg","LR","59.90941 30.06115 59.91301 30.04308 1087.65742089299"
"1217",755518,"Cargo","USOLIE","Klaipeda","LR","55.69459 21.13291 55.73171 20.97099 10984.456254641"
"1218",755563,"Tanker","SAKURA PRINCESS","Klaipeda","LR","55.7297 20.94663 55.73037 20.93057 1011.75525552402"
"1219",755883,"Cargo","BALTIC HEATHER","St. Petersburg","LR","59.9126 30.04639 59.90739 30.07238 1565.74588252172"
"1220",756074,"Tanker","CORAL LACERA","gothenborg","LR","57.98905 11.7486 57.97871 11.73668 1350.39203017658"
"1221",756184,"Cargo","BALTIC PIONEER","St. Petersburg","LR","59.91522 30.03235 59.91264 30.04653 843.767763633724"
"1222",756186,"Cargo","BALTIC PATRIOT","St. Petersburg","LR","59.91237 30.04677 59.90835 30.06593 1161.81467144333"
"1223",756187,"Cargo","BALTIC PERFORMER","St. Petersburg","LR","59.91117 30.05283 59.9075 30.07083 1086.98012598186"
"1224",756194,"Tanker","GREEN PLANET","Klaipeda","LR","55.89721 20.80805 55.60285 20.83738 32824.9505273927"
"1225",756252,"Cargo","OLGA","Kalingrad","LR","54.64677 20.06415 54.63303 19.92508 9108.52241413754"
"1226",756358,"Cargo","VANTAGE WAVE","Klaipeda","LR","55.70213 20.87546 55.71448 21.11101 14870.8156090504"
"1227",757296,"Cargo","YAMAL KRECHET","Gdańsk","RU","54.7202 18.97866 54.69192 18.95926 3387.36572913461"
"1228",757428,"Cargo","CALISTO","St. Petersburg","LR","59.921 30.0035 54.50609 18.98727 896120.959898759"
"1229",757428,"Cargo","CALISTO","Gdańsk","LR","59.921 30.0035 54.50609 18.98727 896120.959898759"
"1230",757619,"Cargo",". PRINCE OF WAVES","St. Petersburg","LR","59.912 30.04717 59.917 30.0235 1436.59156816224"
"1231",757619,"Cargo","PRINCE OF WAVES","St. Petersburg","LR","59.912 30.04717 59.917 30.0235 1436.59156816224"
"1232",757658,"Cargo","JONNI RITSCHER","gothenborg","LR","57.60165 11.66195 57.61271 11.67293 1395.72883470925"
"1233",758443,"Cargo","ATLANTIC NAVIGATORII","St. Petersburg","MT","59.92031 30.00699 59.91606 30.02813 1273.7976013222"
"1234",758523,"Cargo","INA LOTTE","St. Petersburg","LR","59.91727 30.02257 59.91415 30.03794 927.431459577304"
"1235",758559,"Cargo","PACIFIC WINTER","St. Petersburg","PT","59.89372 30.21974 59.89337 30.21968 39.1380537057635"
"1236",758589,"Cargo","E.R. TALLINN","Gdańsk","LR","54.53731 18.75813 54.53782 18.73003 1819.74300445442"
"1237",758589,"Cargo","E.R. TALLINN","Gdynia","LR","54.53731 18.75813 54.53782 18.73003 1819.74300445442"
"1238",758658,"Cargo","BARMBEK","St. Petersburg","LR","59.91767 30.02017 59.9205 30.006 853.023899925626"
"1239",758718,"Cargo","PAPUA","St. Petersburg","LR","59.88899 30.16134 59.89198 30.14679 880.053621034669"
"1240",758759,"Cargo","E.R. VISBY","St. Petersburg","LR","59.91897 30.01236 59.91523 30.03065 1104.72766793243"
"1241",758887,"Cargo","CHARLOTTA B","St. Petersburg","LR","59.91285 30.04415 59.90677 30.07293 1746.96422106455"
"1242",760531,"Tanker","SAMRAA ALKHALEEJ","Klaipeda","LY","55.96786 20.80003 55.97897 20.80276 1248.6904022149"
"1243",835353,"Tug","M/S ALO","gothenborg","SE","57.87987 11.64797 57.88801 11.65618 1029.14386765561"
"1244",850625,"Navigation","BY NP","Gdańsk","PL","54.46484 18.70134 54.46468 18.7012 19.9903347535409"
"1245",850625,"Navigation","BY NP","Gdynia","PL","54.46484 18.70134 54.46468 18.7012 19.9903347535409"
"1246",850632,"Navigation","P9 HYDRO METEO","Gdańsk","PL","54.41118 18.77667 54.41118 18.77667 0"
"1247",850632,"Navigation","P9 HYDRO METEO","Gdynia","PL","54.41118 18.77667 54.41118 18.77667 0"
"1248",850637,"Unspecified","BY ZS","Gdańsk","PL","54.44296 18.96178 54.44321 18.96163 29.4808268932433"
"1249",850641,"Navigation","BY HEL","Gdańsk","PL","54.60226 18.89077 54.57765 18.9449 4444.03539978987"
"1250",850644,"Navigation","BY GD","Gdańsk","PL","54.53282 18.66424 54.53455 18.66366 196.200775921638"
"1251",850644,"Navigation","BY GD","Gdynia","PL","54.53282 18.66424 54.53455 18.66366 196.200775921638"
"1252",851186,"Navigation","ST.-PETERSBURG PT LE","St. Petersburg","RU","59.8778 30.21639 59.8778 30.21639 0"
"1253",858023,"Tanker","NORDIC NORA","gothenborg","DK","57.9215 11.60817 57.61167 11.60717 34506.9104574343"
"1254",858053,"Cargo","CONTAINERSHIPS VII","Klaipeda","FI","55.77592 20.91944 55.75791 20.94193 2452.25069817909"
"1255",878185,"Tug","OLEG STRASHNOV","Kalingrad","RU","54.69018 20.1966 54.68774 20.21223 1043.90605889203"
"1256",917997,"Tug","FAIRPLAY IV","Gdynia","PL","54.51325 18.57434 54.52682 18.55918 1801.51616499298"
"1257",917997,"Tug","FAIRPLAY IV","Gdańsk","PL","54.51325 18.57434 54.52682 18.55918 1801.51616499298"
"1258",941191,"Tug","SERWAL","Gdynia","PL","54.74669 18.72311 54.73917 18.74372 1569.26470829202"
"1259",941191,"Tug","SERWAL","Gdańsk","PL","54.74669 18.72311 54.73917 18.74372 1569.26470829202"
"1260",948265,"Cargo","TANAIS","Gdańsk","PL","54.38043 18.66072 54.36997 18.66461 1191.44943596521"
"1261",948265,"Cargo","TANAIS","Gdynia","PL","54.38043 18.66072 54.36997 18.66461 1191.44943596521"
"1262",987831,"Tug","SVIR","St. Petersburg","RU","59.91217 30.24499 59.88486 30.20872 3657.69046849533"
"1263",993606,"Tanker","ECO GREEN","Gdańsk","MH","54.43014 18.92303 54.43336 18.94306 1348.3658735641"
"1264",993606,"Tanker","ECO GREEN","Gdynia","MH","54.43014 18.92303 54.43336 18.94306 1348.3658735641"
"1265",994590,"Tug","KLASCO-3","Klaipeda","LT","55.72545 21.09185 55.67769 21.13985 6114.13721593086"
"1266",1036966,"Tanker","AGATH","gothenborg","CY","57.98556 11.74649 57.99511 11.75793 1260.64805324713"
"1267",1037103,"Passenger","GLOMAR WAVE","Gdynia","PA","54.52425 18.5592 54.51115 18.7081 9752.31678104547"
"1268",1037103,"Passenger","GLOMAR WAVE","Gdańsk","PA","54.52425 18.5592 54.51115 18.7081 9752.31678104547"
"1269",1039931,"Tug","LOOKMAN","St. Petersburg","RU","59.88041 30.19512 59.89045 30.20623 1279.90619525747"
"1270",1064825,"Unspecified","KAPITAN BELYAEV","Kalingrad","RU","54.97714 20.34083 54.96532 20.23569 6860.52567225551"
"1271",1071570,"Cargo","SVISLOCH","St. Petersburg","--","59.94119 30.25643 59.94119 30.25643 0"
"1272",1072314,"Tug","SAR 111265582","gothenborg","SE","57.72334 11.6312 57.90428 11.64585 20170.8816953483"
"1273",1081005,"Passenger","LINDA","gothenborg","SE","57.74679 11.64108 57.77127 11.62132 2969.35370541571"
"1274",1085676,"Passenger","ULRIKA","gothenborg","SE","57.74446 11.64199 57.75909 11.62117 2047.35360503791"
"1275",1088282,"Passenger","BURO","gothenborg","SE","57.71231 11.66467 57.69633 11.6896 2318.74385368621"
"1276",1104090,"Passenger","POLSTJERNAN","gothenborg","SE","57.711 11.6586 57.71171 11.68323 1470.27147387182"
"1277",1105688,"Fishing","HEL 95","Gdańsk","PL","54.63875 18.99859 54.59192 18.9911 5235.35871682613"
"1278",1105688,"Fishing","HEL 95","Gdynia","PL","54.63875 18.99859 54.59192 18.9911 5235.35871682613"
"1279",1123136,"Tug","PILOT 218 SE","gothenborg","SE","57.69853 11.69123 57.68736 11.70803 1597.3264344117"
"1280",1124170,"Fishing","JAS 61","Gdańsk","PL","54.60688 18.76464 54.61336 18.74677 1361.43430895114"
"1281",1124170,"Fishing","JAS 61","Gdynia","PL","54.60688 18.76464 54.61336 18.74677 1361.43430895114"
"1282",1155907,"Passenger","GOTA II","gothenborg","SE","57.64394 11.85177 57.65084 11.79274 3607.6537373546"
"1283",1181634,"Pleasure","BARRAKUDA","Kalingrad","RU","54.96674 20.2634 54.95827 20.36507 6580.25458666812"
"1284",1193077,"Fishing","STRANNEFJORD","gothenborg","SE","57.74808 11.61438 57.74959 11.60024 858.616001358439"
"1285",1193771,"Fishing","SANDEFJORD","gothenborg","SE","57.67745 11.76922 57.67932 11.78665 1060.56043303601"
"1286",1198107,"Fishing","HEL-125","Gdynia","PL","54.52187 18.55046 54.52021 18.54748 267.172127648487"
"1287",1247749,"Tanker","ACQUAMARINA","Klaipeda","IT","55.73 20.80467 54.66344 19.80109 134840.213333449"
"1288",1247749,"Tanker","ACQUAMARINA","Kalingrad","IT","55.73 20.80467 54.66344 19.80109 134840.213333449"
"1289",1257951,"Unspecified","BARSWEEP ONE","gothenborg","SE","57.71992 11.98157 57.71737 11.97379 543.721982355572"
"1290",1351934,"Tug","MINTIS","Klaipeda","LT","55.70301 21.12916 55.70308 21.12929 11.2933467602723"
"1291",1414412,"Tug","RB-413","Kalingrad","RU","54.63433 19.94286 54.64635 19.90563 2751.07418472752"
"1292",1442009,"Fishing","ENSKAR","gothenborg","SE","57.72721 11.66791 57.77259 11.62051 5788.79212037332"
"1293",1611958,"Tug","GRIPHON 8","St. Petersburg","RU","59.88857 30.21397 59.87959 30.23108 1385.22171594744"
"1294",1914339,"Cargo","MSC OSCAR","gothenborg","PA","57.67958 11.79725 57.67819 11.77309 1449.70589168427"
"1295",1964978,"Passenger","ALVELI","gothenborg","SE","57.70588 11.95625 57.705 11.94017 963.64883344447"
"1296",2059154,"Tanker","MIDVOLGA-3","Kalingrad","RU","54.6349 19.80475 54.63269 19.9117 6910.74508832286"
"1297",2208737,"Pleasure","NATALIA B","Gdańsk","PL","54.35769 18.70782 54.3576 18.70774 11.2876756566496"
"1298",2288508,"Navigation","35","St. Petersburg","RU","59.91144 30.04795 59.91144 30.04795 0"
"1299",2288513,"Navigation","36","St. Petersburg","RU","59.91244 30.04861 59.91244 30.04861 0"
"1300",2312999,"Tug","FROG TAURUS","gothenborg","SE","57.7191 11.97848 57.72183 11.98094 337.544159258493"
"1301",2420192,"Tanker","KEILA","St. Petersburg","RU","59.91003 30.23283 59.90314 30.22369 922.399179305613"
"1302",2795623,"Passenger","ALVFRIDA","gothenborg","SE","57.70587 11.95631 57.7046 11.94027 966.676517843501"
"1303",2892026,"Cargo","TRUE LOVE","Klaipeda","MH","55.74601 20.86242 55.74756 20.84578 1059.14728259103"
"1304",3061267,"Fishing","DAR-10","Gdańsk","PL","54.79816 18.81418 54.79982 18.44383 23819.2509426991"
"1305",3061267,"Fishing","DAR-10","Gdynia","PL","54.79816 18.81418 54.79982 18.44383 23819.2509426991"
"1306",3110501,"Pleasure","JOKER","Kalingrad","RU","54.69193 20.24598 54.69189 20.24599 4.49916359702968"
"1307",3310363,"Tanker","SBORSCHIK-1","St. Petersburg","RU","59.88235 30.18598 59.87408 30.20304 1327.32181001738"
"1308",3350779,"Cargo","ASPEN","gothenborg","NL","57.64979 11.71182 57.655 11.7413 1853.27474021431"
"1309",3350965,"Tanker","THUN GOTHENBURG","gothenborg","NL","57.63797 11.69818 57.65 11.71504 1675.95205074301"
"1310",3351142,"Fishing","BOOTES","Gdańsk","RU","54.48476 18.71676 54.47595 18.70021 1453.44751928672"
"1311",3351142,"Fishing","BOOTES","Gdynia","RU","54.48476 18.71676 54.47595 18.70021 1453.44751928672"
"1312",3351571,"Passenger","HAVSORNEN","gothenborg","SE","57.65982 11.68945 57.67397 11.68206 1636.46326794311"
"1313",3351578,"Fishing","MARINA","gothenborg","SE","57.68264 11.64908 57.68252 11.64905 13.4839383977883"
"1314",3351708,"Fishing","SONGVAR","gothenborg","SE","57.74808 11.60806 57.74861 11.63749 1753.46622827568"
"1315",3352463,"Fishing","GG32 TRISTAN","gothenborg","SE","57.7686 11.60609 57.748 11.60948 2303.15023305972"
"1316",3352580,"Unspecified","FULDA","Gdańsk","PL","54.34574 18.80183 54.32455 18.84987 3915.15096845194"
"1317",3352580,"Unspecified","FULDA","Gdynia","PL","54.34574 18.80183 54.32455 18.84987 3915.15096845194"
"1318",3362218,"Tanker","CLIPPER JUPITER","gothenborg","NO","57.92417 11.6562 57.91533 11.63741 1486.42366175773"
"1319",3363948,"Passenger","LYRON","gothenborg","SE","57.66144 11.84161 57.66145 11.84163 1.63264198641567"
"1320",3382564,"Cargo","CHAROITE","St. Petersburg","RU","59.90694 30.07371 59.91104 30.05359 1214.91900250259"
"1321",3412946,"Cargo","PRINCESSE OUI","St. Petersburg","PA","59.88755 30.19603 59.88584 30.18079 874.306892005241"
"1322",3423103,"Tug","BJONN","gothenborg","SE","57.73257 11.99474 57.73267 11.99475 11.1532137636552"
"1323",3424242,"Tanker","DELFIN","gothenborg","SE","57.77199 11.61844 57.75572 11.64452 2386.04767715414"
"1324",3434115,"Tug","BOA JARL","Gdynia","NO","54.52425 18.55554 54.52428 18.55553 3.40163474633404"
"1325",3434504,"Tug","SZTORM","Gdańsk","PL","54.60034 18.77289 54.58138 18.79041 2395.22649976998"
"1326",3434504,"Tug","SZTORM","Gdynia","PL","54.60034 18.77289 54.58138 18.79041 2395.22649976998"
"1327",3467126,"Tug","SSMB 2222 RAKETEN","gothenborg","SE","57.73458 11.66465 57.71448 11.66623 2240.57173880342"
"1328",3481171,"Unspecified","NORTHERN WIND","gothenborg","GB","57.6755 11.71973 57.67743 11.77753 3455.3441029257"
"1329",3483512,"Tug","TAK-10","Klaipeda","LT","55.65612 21.15227 55.69945 21.12778 5064.23713925648"
"1330",3484933,"Tug","A.BARAUSKAS","Klaipeda","LT","55.71912 21.10164 55.7191 21.10164 2.22673426135947"
"1331",3498025,"Pleasure","ARKUN","Gdynia","PL","54.79666 18.42704 54.79725 18.4143 822.025131047788"
"1332",3501289,"Tug","TAK-11","Klaipeda","LT","55.68584 21.13555 55.72777 21.08242 5740.10897471731"
"1333",3511277,"Pleasure","NOROY","Gdańsk","NO","54.34937 18.78434 54.34949 18.78433 13.3731983967808"
"1334",3532420,"Tug","NADEZHDA","Kalingrad","RU","54.68936 20.36606 54.6896 20.38051 932.225750229848"
"1335",3534813,"Pleasure","BEDA","gothenborg","SE","57.70084 11.78708 57.70084 11.78708 0"
"1336",3540301,"Tanker","SKAT","St. Petersburg","RU","59.87009 30.21099 59.89449 30.22872 2894.0459385722"
"1337",3542150,"Cargo","ZHEN ZHU HAI","St. Petersburg","HK","59.87513 30.19516 59.87498 30.1947 30.7098704862901"
"1338",3560489,"Tug","MB-96","St. Petersburg","RU","59.88697 30.1716 59.89084 30.15206 1175.88342385951"
"1339",3562991,"Tug","VLADIVOSTOK","St. Petersburg","RU","59.8752 30.20425 59.87508 30.20415 14.4950811871437"
"1340",3569217,"Cargo","ALANA","Klaipeda","PT","55.86231 20.83628 55.8785 20.8175 2152.08714700336"
"1341",3574326,"Cargo","LADY AMI","gothenborg","NL","57.98264 12.12585 57.99671 12.12702 1568.60833367662"
"1342",3586959,"Tug","GLADIATOR","Kalingrad","RU","54.68574 20.24949 54.68363 20.31729 4379.0642647903"
"1343",3610791,"Cargo","AFRICAN GROUSE","Kalingrad","BS","55.11497 19.95943 55.73736 20.80092 87405.0209793523"
"1344",3610791,"Cargo","AFRICAN GROUSE","Klaipeda","BS","55.11497 19.95943 55.73736 20.80092 87405.0209793523"
"1345",3611326,"Tug","MURMANSK","St. Petersburg","RU","59.87415 30.20612 59.87437 30.20618 24.7395590105529"
"1346",3615006,"Tanker","NISSOS SCHINOUSSA","Gdańsk","GR","54.464 18.99896 54.51771 18.99717 5979.8067531624"
"1347",3615006,"Tanker","NISSOS SCHINOUSSA","Gdynia","GR","54.464 18.99896 54.51771 18.99717 5979.8067531624"
"1348",3616939,"Tanker","HAFNIA SUNDA","Klaipeda","SG","55.72616 21.09407 55.72625 21.09396 12.1728214778305"
"1349",3622626,"Fishing","EROS AV HONO","gothenborg","SE","57.68261 11.64932 57.74771 11.61491 7534.841913193"
"1350",3653787,"Tug","ARGO","St. Petersburg","NL","59.93031 30.27212 59.93028 30.27216 4.02168982055476"
"1351",3653787,"Tug","C","St. Petersburg","RU","59.93031 30.27212 59.93028 30.27216 4.02168982055476"
"1352",3656084,"Tug","NATO WARSHIP M53","Klaipeda","LT","55.72988 21.04256 55.72824 21.06781 1596.89456755965"
"1353",3679722,"Pleasure","TARNTANK TEKNIK","gothenborg","SE","57.60376 11.79223 57.64732 11.85466 6119.56983841931"
"1354",3689951,"Pleasure","LADY H","gothenborg","SE","57.72077 11.97922 57.7208 11.9797 28.7988474422507"
"1355",3701886,"Fishing","MARINO","gothenborg","SE","57.65689 11.60139 57.68228 11.64755 3947.69095726776"
"1356",3711215,"Cargo","AFRICAN MAGNOLIA","Kalingrad","LR","54.68829 20.21381 54.68866 20.21182 134.78055318557"
"1357",3711400,"Tanker","HAFNIA SOYA","Gdańsk","SG","54.71785 18.99738 54.51863 18.9962 22176.6006860189"
"1358",3711400,"Tanker","HAFNIA SOYA","Gdynia","SG","54.71785 18.99738 54.51863 18.9962 22176.6006860189"
"1359",3711966,"Fishing","LIZ","gothenborg","SE","57.92967 11.60318 57.92972 11.60295 14.7211572885978"
"1360",3722773,"Tug","VAKARIS","Klaipeda","LT","55.9188 20.83437 55.99551 20.936 10641.6696660368"
"1361",3724655,"Tug","BOATMAN 1","gothenborg","SE","57.69287 11.90615 57.68928 11.89032 1025.29297956777"
"1362",3751563,"Tug","T-2","Klaipeda","LT","55.67996 21.13388 55.6799 21.13387 6.70971463947282"
"1363",3780703,"Fishing","PL ZAG-17","Gdańsk","PL","54.52466 18.99753 54.60067 18.99883 8461.50558509111"
"1364",3780703,"Fishing","PL ZAG-17","Gdynia","PL","54.52466 18.99753 54.60067 18.99883 8461.50558509111"
"1365",3792435,"Tug","CHARLIE","gothenborg","SE","57.7788 11.69685 57.77219 11.70526 890.155767325319"
"1366",3795001,"Passenger","HAKEFJORD","gothenborg","SE","57.93035 11.60016 57.9295 11.60198 143.492628092727"
"1367",3802847,"Tug","RESCUER AMBULANCE","gothenborg","DK","57.60464 11.79376 57.62031 11.808 1941.66833654848"
"1368",3803160,"Tug","MB97","Kalingrad","RU","54.63956 19.89552 54.63951 19.89557 6.43433893584706"
"1369",3804786,"Fishing","GG 38 TOVEN","gothenborg","SE","57.9156 11.60165 57.90454 11.60112 1232.21986987715"
"1370",3809370,"Tanker","ZANA","St. Petersburg","RU","59.88531 30.20629 59.88605 30.18725 1069.27838419331"
"1371",3811364,"Tanker","RONDO","St. Petersburg","RU","59.89754 30.21635 59.90585 30.22738 1112.74655344526"
"1372",3813464,"Tug","T-3","Klaipeda","LT","55.71515 21.11295 55.72245 21.10169 1077.64696015848"
"1373",3814579,"Fishing","GG75 MANILL","gothenborg","SE","57.62975 11.78354 57.6271 11.76748 1003.85594503257"
"1374",3829008,"Tanker","SLV-415","St. Petersburg","RU","59.88434 30.23039 59.88964 30.21248 1163.71703820707"
"1375",3851201,"Tug","STRAZAK 6","Gdańsk","PL","54.40376 18.72211 54.39935 18.69473 1844.65604485065"
"1376",3851201,"Tug","STRAZAK 6","Gdynia","PL","54.40376 18.72211 54.39935 18.69473 1844.65604485065"
"1377",3862045,"Fishing","JAS-79","Gdańsk","PL","54.69469 18.67381 54.62317 18.86956 14932.3008683896"
"1378",3862045,"Fishing","JAS-79","Gdynia","PL","54.69469 18.67381 54.62317 18.86956 14932.3008683896"
"1379",3900094,"Pleasure","PIORUN","Gdańsk","PL","54.3731 18.66348 54.38841 18.66776 1726.72944565916"
"1380",3900094,"Pleasure","PIORUN","Gdynia","PL","54.3731 18.66348 54.38841 18.66776 1726.72944565916"
"1381",3917444,"Cargo","SAT AIS","St. Petersburg","RU","59.94102 30.25615 59.94093 30.25605 11.4799144400868"
"1382",3919413,"Cargo","FEDERAL CEDAR","St. Petersburg","MH","59.91945 30.01142 59.91489 30.03413 1368.20124982027"
"1383",3921875,"Tug","KOZIOROZEC-O-01","Gdańsk","PL","54.36521 18.64994 54.36619 18.64973 109.936262019555"
"1384",3936535,"Fishing","ULRIKA","gothenborg","SE","57.79709 11.60405 57.74863 11.60474 5397.32262053956"
"1385",3945110,"Tug","SOUND SURVEYOR","gothenborg","SE","57.7206 11.98217 57.71653 11.97087 811.77874043976"
"1386",3955261,"Fishing","WLA-85","Gdynia","PL","54.7987 18.42815 54.79725 18.41553 827.553111619981"
"1387",3964252,"Tug","VODOLAZ GRITSAY","Kalingrad","RU","54.66993 20.14089 54.68547 20.23837 6521.66035350518"
"1388",3967129,"Pleasure","TINDRA","gothenborg","SE","57.67997 11.81009 57.68147 11.84375 2015.03436355487"
"1389",3975455,"Tug","SPK-49150","Kalingrad","RU","54.6577 20.12033 54.64697 19.91117 13553.2277352928"
"1390",4002191,"Tug","BUMER","Gdańsk","PL","54.52508 18.5889 54.53566 18.62517 2626.89322747266"
"1391",4002191,"Tug","BUMER","Gdynia","PL","54.52508 18.5889 54.53566 18.62517 2626.89322747266"
"1392",4003834,"Cargo","AGNETHE ARCTICA","Gdańsk","DK","54.36948 18.665 54.36469 18.66545 533.985312454538"
"1393",4003835,"Cargo","DT BROSON","gothenborg","SE","57.62032 11.80844 57.60002 11.61614 11714.7856801067"
"1394",4014323,"Tug","KOL-149","Gdynia","PL","54.79658 18.41391 54.79717 18.43536 1381.1623988077"
"1395",4028143,"Tanker","POLA","Gdynia","PL","54.46717 18.69933 54.45984 18.68967 1028.65059685044"
"1396",4028143,"Tanker","POLA","Gdańsk","PL","54.46717 18.69933 54.45984 18.68967 1028.65059685044"
"1397",4032661,"Fishing","GG976 SVANFORS","gothenborg","SE","57.93022 11.60012 57.92948 11.60151 116.512754492999"
"1398",4041669,"Pleasure","HYDROMET","Gdynia","PL","54.51751 18.55404 54.5175 18.55403 1.28781870451042"
"1399",4068490,"Pleasure","TINDRA","gothenborg","SE","57.66681 11.84396 57.66686 11.84393 5.84934352930516"
"1400",4096146,"Pleasure","LADY","gothenborg","SE","57.70684 11.65836 57.70693 11.65845 11.369179919945"
"1401",4100642,"Fishing","HEL-6","Gdańsk","PL","54.74726 18.98651 54.73862 18.97788 1110.83566437195"
"1402",4109127,"Tug","SNOKEN","gothenborg","SE","57.68698 11.89577 57.68289 11.78897 6387.02706541626"
"1403",4109380,"Tanker","MUDYU","St. Petersburg","RU","59.89725 30.21608 59.89565 30.21389 216.338304736857"
"1404",4122562,"Cargo","ARION","Gdańsk","AG","54.52898 18.55068 54.55957 18.5508 3405.13819016717"
"1405",4122562,"Cargo","ARION","Gdynia","AG","54.52898 18.55068 54.55957 18.5508 3405.13819016717"
"1406",4125527,"Tug","RRRRGSDGSD","St. Petersburg","--","59.9412 30.25646 59.94121 30.25644 1.57833012794688"
"1407",4133526,"Cargo","DELPHIS BOTHNIA","St. Petersburg","HK","59.91929 30.01159 54.67177 19.80285 847009.238786303"
"1408",4133526,"Cargo","DELPHIS BOTHNIA","Kalingrad","HK","59.91929 30.01159 54.67177 19.80285 847009.238786303"
"1409",4156224,"Fishing","STARYY ARBAT","Kalingrad","RU","54.67498 20.14534 54.67473 20.14485 42.1150596978804"
"1410",4157948,"Tug","ELBRUS","St. Petersburg","RU","59.91124 30.05233 59.91627 30.02777 1483.89929792678"
"1411",4158211,"Passenger","DROTT AF DYRON","gothenborg","SE","57.75201 11.65924 57.7439 11.66121 910.822608465917"
"1412",4180748,"Tug","KAMBR","Gdynia","CY","54.79793 18.44127 54.79666 18.43039 713.900438744763"
"1413",4187538,"Pleasure","LILIAN101","Klaipeda","LT","55.60352 20.87367 55.65516 20.8662 5768.56490461065"
"1414",4190565,"Tug","OCEANOGRAF","Gdynia","PL","54.52055 18.6516 54.52441 18.62692 1654.8319992828"
"1415",4190565,"Tug","OCEANOGRAF","Gdańsk","PL","54.52055 18.6516 54.52441 18.62692 1654.8319992828"
"1416",4190565,"Fishing","OCEANOGRAF","Gdańsk","PL","54.52055 18.6516 54.52441 18.62692 1654.8319992828"
"1417",4190565,"Fishing","OCEANOGRAF","Gdynia","PL","54.52055 18.6516 54.52441 18.62692 1654.8319992828"
"1418",4194704,"Pleasure","SEA BIRD","gothenborg","SE","57.64749 11.85693 57.64734 11.8575 37.9151272330429"
